SALESORDERID;CREATEDBY;CREATEDAT;CHANGEDBY;CHANGEDAT;FISCALYEARVARIANT;FISCALYEARPERIOD;NOTEID;PARTNERID;SALESORG;CURRENCY;GROSSAMOUNT;NETAMOUNT;TAXAMOUNT;LIFECYCLESTATUS;BILLINGSTATUS;DELIVERYSTATUS
200000679;4;20171224;4;20171227;K4;2017012;;100000020;APJ;USD;10998;9623,25;1374,75;C;C;C
200000681;9;20171229;9;20171230;K4;2017012;;100000030;AMER;USD;17765;15544,38;2220,63;C;C;C
200000681;9;20171229;9;20171230;K4;2017012;;100000030;AMER;USD;83747;73278,63;10468,38;C;C;C
200000682;8;20180101;8;20180106;K4;2018001;;100000010;EMEA;USD;79000;69125;9875;C;C;C
200000682;8;20180101;8;20180106;K4;2018001;;100000010;EMEA;USD;146778;128430,75;18347,25;C;C;C
200000684;1;20180101;1;20180105;K4;2018001;;100000001;AMER;USD;5768;5047;721;C;C;C
200000685;5;20180104;5;20180107;K4;2018001;;100000016;APJ;USD;39500;34562,5;4937,5;C;C;C
200000686;8;20180106;8;20180111;K4;2018001;;100000026;EMEA;USD;2250;1968,75;281,25;C;C;C
200000686;8;20180106;8;20180111;K4;2018001;;100000026;EMEA;USD;24538;21470,75;3067,25;C;C;C
200000687;5;20180106;5;20180107;K4;2018001;;100000018;APJ;USD;53452;46770,5;6681,5;C;C;C
200000688;4;20180106;4;20180109;K4;2018001;;100000022;APJ;USD;86478;75668,25;10809,75;C;C;C
200000689;9;20180107;9;20180112;K4;2018001;;100000002;AMER;USD;17231;15077,13;2153,88;C;C;C
200000690;2;20180108;2;20180109;K4;2018001;;100000038;EMEA;USD;11990;10491,25;1498,75;C;C;C
200000692;13;20180112;13;20180116;K4;2018001;;100000002;AMER;USD;1947;1703,63;243,38;C;C;C
200000692;13;20180112;13;20180116;K4;2018001;;100000002;AMER;USD;4344;3801;543;C;C;C
200000692;13;20180112;13;20180116;K4;2018001;;100000002;AMER;USD;18770;16423,75;2346,25;C;C;C
200000694;6;20180115;6;20180119;K4;2018001;;100000008;EMEA;USD;14543;12725,13;1817,88;C;C;C
200000694;6;20180115;6;20180119;K4;2018001;;100000008;EMEA;USD;46839;40984,13;5854,88;C;C;C
200000695;5;20180117;5;20180119;K4;2018001;;100000021;APJ;USD;1596;1396,5;199,5;C;C;C
200000696;6;20180118;6;20180122;K4;2018001;;100000014;EMEA;USD;7794;6819,75;974,25;C;C;C
200000697;8;20180118;8;20180122;K4;2018001;;100000029;EMEA;USD;6149;5380,38;768,63;C;C;C
200000698;2;20180121;2;20180122;K4;2018001;;100000007;EMEA;USD;7900;6912,5;987,5;C;C;C
200000698;2;20180121;2;20180122;K4;2018001;;100000007;EMEA;USD;54005;47254,38;6750,63;C;C;C
200000699;1;20180122;1;20180127;K4;2018001;;100000002;AMER;USD;9594;8394,75;1199,25;C;C;C
200000699;1;20180122;1;20180127;K4;2018001;;100000002;AMER;USD;75039;65659,13;9379,88;C;C;C
200000701;6;20180124;6;20180125;K4;2018001;;100000006;EMEA;USD;6467;5658,63;808,38;C;C;C
200000703;1;20180125;1;20180126;K4;2018001;;100000033;AMER;USD;53979;47231,63;6747,38;C;C;C
200000704;3;20180128;3;20180129;K4;2018001;;100000005;EMEA;USD;22565;19744,38;2820,63;C;C;C
200000706;8;20180203;8;20180208;K4;2018002;;100000009;EMEA;USD;28856;25249;3607;C;C;C
200000706;8;20180203;8;20180208;K4;2018002;;100000009;EMEA;USD;52850;46243,75;6606,25;C;C;C
200000707;8;20180205;8;20180207;K4;2018002;;100000009;EMEA;USD;106095;92833,13;13261,88;C;C;C
200000708;4;20180207;4;20180212;K4;2018002;;100000022;APJ;USD;1596;1396,5;199,5;C;C;C
200000708;4;20180207;4;20180212;K4;2018002;;100000022;APJ;USD;17556;15361,5;2194,5;C;C;C
200000708;4;20180207;4;20180212;K4;2018002;;100000022;APJ;USD;37548;32854,5;4693,5;C;C;C
200000709;5;20180207;5;20180211;K4;2018002;;100000017;APJ;USD;12195;10670,63;1524,38;C;C;C
200000709;5;20180207;5;20180211;K4;2018002;;100000017;APJ;USD;56187;49163,63;7023,38;C;C;C
200000709;5;20180207;5;20180211;K4;2018002;;100000017;APJ;USD;76774;67177,25;9596,75;C;C;C
200000710;4;20180209;4;20180214;K4;2018002;;100000018;APJ;USD;10701;9363,38;1337,63;C;C;C
200000711;5;20180211;5;20180212;K4;2018002;;100000022;APJ;USD;1743;1525,13;217,88;C;C;C
200000711;5;20180211;5;20180212;K4;2018002;;100000022;APJ;USD;4137;3619,88;517,13;C;C;C
200000712;8;20180212;8;20180214;K4;2018002;;100000008;EMEA;USD;9527;8336,13;1190,88;C;C;C
200000712;8;20180212;8;20180214;K4;2018002;;100000008;EMEA;USD;17123;14982,63;2140,38;C;C;C
200000713;3;20180214;3;20180216;K4;2018002;;100000026;EMEA;USD;29087;25451,13;3635,88;C;C;C
200000713;3;20180214;3;20180216;K4;2018002;;100000026;EMEA;USD;34085;29824,38;4260,63;C;C;C
200000715;6;20180218;6;20180219;K4;2018002;;100000026;EMEA;USD;3999;3499,13;499,88;C;C;C
200000716;8;20180219;8;20180222;K4;2018002;;100000037;EMEA;USD;56511;49447,13;7063,88;C;C;C
200000716;8;20180219;8;20180222;K4;2018002;;100000037;EMEA;USD;62761;54915,88;7845,13;C;C;C
200000717;3;20180222;3;20180224;K4;2018002;;100000039;EMEA;USD;29490;25803,75;3686,25;C;C;C
200000719;4;20180225;4;20180228;K4;2018002;;100000015;APJ;USD;1600;1400;200;C;C;C
200000719;4;20180225;4;20180228;K4;2018002;;100000015;APJ;USD;5045;4414,38;630,63;C;C;C
200000720;7;20180227;7;20180302;K4;2018002;;100000001;AMER;USD;10493;9181,38;1311,63;C;C;C
200000720;7;20180227;7;20180302;K4;2018002;;100000001;AMER;USD;47525;41584,38;5940,63;C;C;C
200000724;8;20180303;8;20180304;K4;2018003;;100000036;EMEA;USD;16859;14751,63;2107,38;C;C;C
200000725;6;20180306;6;20180311;K4;2018003;;100000029;EMEA;USD;1598;1398,25;199,75;C;C;C
200000725;6;20180306;6;20180311;K4;2018003;;100000029;EMEA;USD;19280;16870;2410;C;C;C
200000726;8;20180307;8;20180308;K4;2018003;;100000013;EMEA;USD;1499;1311,63;187,38;C;C;C
200000727;5;20180307;5;20180311;K4;2018003;;100000016;APJ;USD;1598;1398,25;199,75;C;C;C
200000729;2;20180311;2;20180312;K4;2018003;;100000008;EMEA;USD;6669;5835,38;833,63;C;C;C
200000729;2;20180311;2;20180312;K4;2018003;;100000008;EMEA;USD;12181;10658,38;1522,63;C;C;C
200000730;10;20180311;10;20180315;K4;2018003;;100000000;AMER;USD;53519;46829,13;6689,88;C;C;C
200000731;5;20180314;5;20180315;K4;2018003;;100000017;APJ;USD;17940;15697,5;2242,5;C;C;C
200000732;3;20180317;3;20180319;K4;2018003;;100000007;EMEA;USD;54122;47356,75;6765,25;C;C;C
200000733;8;20180319;8;20180320;K4;2018003;;100000039;EMEA;USD;14994;13119,75;1874,25;C;C;C
200000733;8;20180319;8;20180320;K4;2018003;;100000039;EMEA;USD;15592;13643;1949;C;C;C
200000734;2;20180320;2;20180322;K4;2018003;;100000029;EMEA;USD;8694;7607,25;1086,75;C;C;C
200000734;2;20180320;2;20180322;K4;2018003;;100000029;EMEA;USD;22185;19411,88;2773,13;C;C;C
200000734;2;20180320;2;20180322;K4;2018003;;100000029;EMEA;USD;58176;50904;7272;C;C;C
200000737;4;20180323;4;20180328;K4;2018003;;100000019;APJ;USD;9093;7956,38;1136,63;C;C;C
200000737;4;20180323;4;20180328;K4;2018003;;100000019;APJ;USD;51986;45487,75;6498,25;C;C;C
200000737;4;20180323;4;20180328;K4;2018003;;100000019;APJ;USD;94583;82760,13;11822,88;C;C;C
200000739;14;20180324;14;20180329;K4;2018003;;100000031;AMER;USD;22497;19684,88;2812,13;C;C;C
200000739;14;20180324;14;20180329;K4;2018003;;100000031;AMER;USD;53389;46715,38;6673,63;C;C;C
200000741;5;20180326;5;20180330;K4;2018003;;100000019;APJ;USD;3212;2810,5;401,5;C;C;C
200000742;8;20180327;8;20180330;K4;2018003;;100000039;EMEA;USD;92273;80738,88;11534,13;C;C;C
200000743;2;20180328;2;20180331;K4;2018003;;100000026;EMEA;USD;3696;3234;462;C;C;C
200000744;2;20180330;2;20180404;K4;2018003;;100000009;EMEA;USD;14994;13119,75;1874,25;C;C;C
200000744;2;20180330;2;20180404;K4;2018003;;100000009;EMEA;USD;16488;14427;2061;C;C;C
200000745;13;20180330;13;20180331;K4;2018003;;100000003;AMER;USD;23212;20310,5;2901,5;C;C;C
200000746;5;20180331;5;20180402;K4;2018003;;100000022;APJ;USD;44991;39367,13;5623,88;C;C;C
200000749;5;20180401;5;20180403;K4;2018004;;100000020;APJ;USD;1999;1749,13;249,88;C;C;C
200000749;5;20180401;5;20180403;K4;2018004;;100000020;APJ;USD;3498;3060,75;437,25;C;C;C
200000749;5;20180401;5;20180403;K4;2018004;;100000020;APJ;USD;48064;42056;6008;C;C;C
200000752;6;20180406;6;20180408;K4;2018004;;100000027;EMEA;USD;2884;2523,5;360,5;C;C;C
200000754;3;20180407;3;20180411;K4;2018004;;100000036;EMEA;USD;6297;5509,88;787,13;C;C;C
200000756;8;20180409;8;20180413;K4;2018004;;100000009;EMEA;USD;24990;21866,25;3123,75;C;C;C
200000756;8;20180409;8;20180413;K4;2018004;;100000009;EMEA;USD;67880;59395;8485;C;C;C
200000756;8;20180409;8;20180413;K4;2018004;;100000009;EMEA;USD;109271;95612,13;13658,88;C;C;C
200000757;1;20180411;1;20180412;K4;2018004;;100000034;AMER;USD;4794;4194,75;599,25;C;C;C
200000758;6;20180414;6;20180418;K4;2018004;;100000025;EMEA;USD;996;871,5;124,5;C;C;C
200000759;5;20180416;5;20180421;K4;2018004;;100000023;APJ;USD;13198;11548,25;1649,75;C;C;C
200000759;5;20180416;5;20180421;K4;2018004;;100000023;APJ;USD;14155;12385,63;1769,38;C;C;C
200000760;7;20180417;7;20180422;K4;2018004;;100000001;AMER;USD;103188;90289,5;12898,5;C;C;C
200000761;8;20180419;8;20180420;K4;2018004;;100000028;EMEA;USD;23732;20765,5;2966,5;C;C;C
200000763;2;20180422;2;20180426;K4;2018004;;100000007;EMEA;USD;12888;11277;1611;C;C;C
200000763;2;20180422;2;20180426;K4;2018004;;100000007;EMEA;USD;39193;34293,88;4899,13;C;C;C
200000764;6;20180422;6;20180424;K4;2018004;;100000037;EMEA;USD;89962;78716,75;11245,25;C;C;C
200000765;8;20180425;8;20180430;K4;2018004;;100000037;EMEA;USD;3150;2756,25;393,75;C;C;C
200000766;4;20180427;4;20180429;K4;2018004;;100000016;APJ;USD;39992;34993;4999;C;C;C
200000767;3;20180427;3;20180501;K4;2018004;;100000029;EMEA;USD;60993;53368,88;7624,13;C;C;C
200000768;4;20180429;4;20180503;K4;2018004;;100000023;APJ;USD;19996;17496,5;2499,5;C;C;C
200000769;6;20180430;6;20180501;K4;2018004;;100000014;EMEA;USD;3897;3409,88;487,13;C;C;C
200000769;6;20180430;6;20180501;K4;2018004;;100000014;EMEA;USD;45387;39713,63;5673,38;C;C;C
200000770;5;20180503;5;20180507;K4;2018005;;100000020;APJ;USD;5093;4456,38;636,63;C;C;C
200000771;5;20180503;5;20180508;K4;2018005;;100000023;APJ;USD;49491;43304,63;6186,38;C;C;C
200000772;7;20180505;7;20180508;K4;2018005;;100000034;AMER;USD;10692;9355,5;1336,5;C;C;C
200000772;7;20180505;7;20180508;K4;2018005;;100000034;AMER;USD;20219;17691,63;2527,38;C;C;C
200000774;8;20180508;8;20180513;K4;2018005;;100000008;EMEA;USD;21744;19026;2718;C;C;C
200000774;8;20180508;8;20180513;K4;2018005;;100000008;EMEA;USD;110011;96259,63;13751,38;C;C;C
200000775;2;20180510;2;20180511;K4;2018005;;100000026;EMEA;USD;39990;34991,25;4998,75;C;C;C
200000776;5;20180512;5;20180515;K4;2018005;;100000019;APJ;USD;1600;1400;200;C;C;C
200000776;5;20180512;5;20180515;K4;2018005;;100000019;APJ;USD;51091;44704,63;6386,38;C;C;C
200000778;3;20180518;3;20180523;K4;2018005;;100000014;EMEA;USD;1595;1395,63;199,38;C;C;C
200000781;12;20180525;12;20180528;K4;2018005;;100000034;AMER;USD;8008;7007;1001;C;C;C
200000782;3;20180525;3;20180529;K4;2018005;;100000038;EMEA;USD;26041;22785,88;3255,13;C;C;C
200000783;5;20180528;5;20180602;K4;2018005;;100000023;APJ;USD;37092;32455,5;4636,5;C;C;C
200000784;12;20180528;12;20180531;K4;2018005;;100000032;AMER;USD;37792;33068;4724;C;C;C
200000784;12;20180528;12;20180531;K4;2018005;;100000032;AMER;USD;41383;36210,13;5172,88;C;C;C
200000785;3;20180530;3;20180602;K4;2018005;;100000005;EMEA;USD;106412;93110,5;13301,5;C;C;C
200000786;1;20180531;1;20180604;K4;2018005;;100000031;AMER;USD;48978;42855,75;6122,25;C;C;C
200000787;12;20180601;12;20180602;K4;2018006;;100000030;AMER;USD;23541;20598,38;2942,63;C;C;C
200000790;3;20180602;3;20180605;K4;2018006;;100000029;EMEA;USD;15750;13781,25;1968,75;C;C;C
200000791;6;20180605;6;20180607;K4;2018006;;100000035;EMEA;USD;30595;26770,63;3824,38;C;C;C
200000792;3;20180606;3;20180611;K4;2018006;;100000026;EMEA;USD;1575;1378,13;196,88;C;C;C
200000794;4;20180611;4;20180616;K4;2018006;;100000019;APJ;USD;22500;19687,5;2812,5;C;C;C
200000794;4;20180611;4;20180616;K4;2018006;;100000019;APJ;USD;81008;70882;10126;C;C;C
200000795;14;20180613;14;20180614;K4;2018006;;100000031;AMER;USD;26386;23087,75;3298,25;C;C;C
200000797;3;20180615;3;20180617;K4;2018006;;100000007;EMEA;USD;24137;21119,88;3017,13;C;C;C
200000798;2;20180616;2;20180619;K4;2018006;;100000036;EMEA;USD;13797;12072,38;1724,63;C;C;C
200000799;5;20180618;5;20180619;K4;2018006;;100000022;APJ;USD;29994;26244,75;3749,25;C;C;C
200000800;2;20180619;2;20180623;K4;2018006;;100000012;EMEA;USD;6022;5269,25;752,75;C;C;C
200000801;8;20180620;8;20180623;K4;2018006;;100000026;EMEA;USD;71289;62377,88;8911,13;C;C;C
200000802;3;20180622;3;20180623;K4;2018006;;100000025;EMEA;USD;160068;140059,5;20008,5;C;C;C
200000802;3;20180622;3;20180623;K4;2018006;;100000025;EMEA;USD;163068;142684,5;20383,5;C;C;C
200000803;5;20180624;5;20180627;K4;2018006;;100000016;APJ;USD;73996;64746,5;9249,5;C;C;C
200000803;5;20180624;5;20180627;K4;2018006;;100000016;APJ;USD;102176;89404;12772;C;C;C
200000804;6;20180625;6;20180629;K4;2018006;;100000038;EMEA;USD;9592;8393;1199;C;C;C
200000805;2;20180626;2;20180629;K4;2018006;;100000007;EMEA;USD;898;785,75;112,25;C;C;C
200000806;4;20180629;4;20180704;K4;2018006;;100000021;APJ;USD;3294;2882,25;411,75;C;C;C
200000806;4;20180629;4;20180704;K4;2018006;;100000021;APJ;USD;14820;12967,5;1852,5;C;C;C
200000807;9;20180702;9;20180705;K4;2018007;;100000004;AMER;USD;6598;5773,25;824,75;C;C;C
200000808;6;20180705;6;20180707;K4;2018007;;100000035;EMEA;USD;1500;1312,5;187,5;C;C;C
200000810;12;20180708;12;20180712;K4;2018007;;100000001;AMER;USD;4097;3584,88;512,13;C;C;C
200000810;12;20180708;12;20180712;K4;2018007;;100000001;AMER;USD;12095;10583,13;1511,88;C;C;C
200000811;3;20180708;3;20180711;K4;2018007;;100000038;EMEA;USD;2245;1964,38;280,63;C;C;C
200000811;3;20180708;3;20180711;K4;2018007;;100000038;EMEA;USD;5836;5106,5;729,5;C;C;C
200000813;5;20180714;5;20180716;K4;2018007;;100000018;APJ;USD;1596;1396,5;199,5;C;C;C
200000813;5;20180714;5;20180716;K4;2018007;;100000018;APJ;USD;7364;6443,5;920,5;C;C;C
200000813;5;20180714;5;20180716;K4;2018007;;100000018;APJ;USD;34502;30189,25;4312,75;C;C;C
200000814;9;20180714;9;20180715;K4;2018007;;100000032;AMER;USD;33341;29173,38;4167,63;C;C;C
200000816;5;20180717;5;20180721;K4;2018007;;100000024;APJ;USD;48633;42553,88;6079,13;C;C;C
200000817;6;20180719;6;20180723;K4;2018007;;100000009;EMEA;USD;61178;53530,75;7647,25;C;C;C
200000818;9;20180721;9;20180723;K4;2018007;;100000032;AMER;USD;72023;63020,13;9002,88;C;C;C
200000819;5;20180723;5;20180726;K4;2018007;;100000017;APJ;USD;4999;4374,13;624,88;C;C;C
200000820;12;20180725;12;20180727;K4;2018007;;100000002;AMER;USD;57181;50033,38;7147,63;C;C;C
200000820;12;20180725;12;20180727;K4;2018007;;100000002;AMER;USD;74281;64995,88;9285,13;C;C;C
200000821;2;20180725;2;20180729;K4;2018007;;100000005;EMEA;USD;20689;18102,88;2586,13;C;C;C
200000822;5;20180725;5;20180727;K4;2018007;;100000021;APJ;USD;5596;4896,5;699,5;C;C;C
200000823;6;20180727;6;20180728;K4;2018007;;100000012;EMEA;USD;16595;14520,63;2074,38;C;C;C
200000825;3;20180730;3;20180803;K4;2018007;;100000005;EMEA;USD;34118;29853,25;4264,75;C;C;C
200000825;3;20180730;3;20180803;K4;2018007;;100000005;EMEA;USD;42116;36851,5;5264,5;C;C;C
200000827;2;20180801;2;20180803;K4;2018008;;100000009;EMEA;USD;5499;4811,63;687,38;C;C;C
200000828;6;20180802;6;20180805;K4;2018008;;100000027;EMEA;USD;17600;15400;2200;X;X;X
200000829;3;20180802;3;20180803;K4;2018008;;100000025;EMEA;USD;45990;40241,25;5748,75;C;C;C
200000829;3;20180802;3;20180803;K4;2018008;;100000025;EMEA;USD;47784;41811;5973;C;C;C
200000830;2;20180804;2;20180807;K4;2018008;;100000029;EMEA;USD;24037;21032,38;3004,63;C;C;C
200000830;2;20180804;2;20180807;K4;2018008;;100000029;EMEA;USD;44487;38926,13;5560,88;C;C;C
200000831;8;20180807;8;20180812;K4;2018008;;100000036;EMEA;USD;52507;45943,63;6563,38;C;C;C
200000834;6;20180809;6;20180812;K4;2018008;;100000006;EMEA;USD;12495;10933,13;1561,88;C;C;C
200000835;10;20180811;10;20180816;K4;2018008;;100000032;AMER;USD;23600;20650;2950;C;C;C
200000836;14;20180811;14;20180812;K4;2018008;;100000031;AMER;USD;8950;7831,25;1118,75;C;C;C
200000837;6;20180811;6;20180812;K4;2018008;;100000006;EMEA;USD;43000;37625;5375;C;C;C
200000838;2;20180813;2;20180815;K4;2018008;;100000029;EMEA;USD;6591;5767,13;823,88;C;C;C
200000838;2;20180813;2;20180815;K4;2018008;;100000029;EMEA;USD;14757;12912,38;1844,63;C;C;C
200000840;11;20180815;11;20180816;K4;2018008;;100000001;AMER;USD;56190;49166,25;7023,75;C;C;C
200000842;5;20180816;5;20180818;K4;2018008;;100000017;APJ;USD;5391;4717,13;673,88;C;C;C
200000843;4;20180818;4;20180821;K4;2018008;;100000019;APJ;USD;95393;83468,88;11924,13;C;C;C
200000843;4;20180818;4;20180821;K4;2018008;;100000019;APJ;USD;108323;94782,63;13540,38;C;C;C
200000844;10;20180821;10;20180825;K4;2018008;;100000002;AMER;USD;5047;4416,13;630,88;C;C;C
200000844;10;20180821;10;20180825;K4;2018008;;100000002;AMER;USD;21540;18847,5;2692,5;C;C;C
200000844;10;20180821;10;20180825;K4;2018008;;100000002;AMER;USD;56525;49459,38;7065,63;C;C;C
200000846;8;20180824;8;20180827;K4;2018008;;100000029;EMEA;USD;2694;2357,25;336,75;C;C;C
200000849;2;20180829;2;20180903;K4;2018008;;100000005;EMEA;USD;12990;11366,25;1623,75;C;C;C
200000850;3;20180830;3;20180902;K4;2018008;;100000028;EMEA;USD;525;459,38;65,63;C;C;C
200000851;2;20180831;2;20180904;K4;2018008;;100000012;EMEA;USD;33049;28917,88;4131,13;C;C;C
200000851;2;20180831;2;20180904;K4;2018008;;100000012;EMEA;USD;58493;51181,38;7311,63;C;C;C
200000853;11;20180903;11;20180907;K4;2018009;;100000001;AMER;USD;5768;5047;721;C;C;C
200000854;4;20180906;4;20180907;K4;2018009;;100000016;APJ;USD;33920;29680;4240;C;C;C
200000854;4;20180906;4;20180907;K4;2018009;;100000016;APJ;USD;60911;53297,13;7613,88;C;C;C
200000855;4;20180907;4;20180911;K4;2018009;;100000019;APJ;USD;57681;50470,88;7210,13;C;C;C
200000856;2;20180908;2;20180913;K4;2018009;;100000026;EMEA;USD;10497;9184,88;1312,13;C;C;C
200000857;5;20180908;5;20180912;K4;2018009;;100000018;APJ;USD;9000;7875;1125;C;C;C
200000858;2;20180909;2;20180913;K4;2018009;;100000028;EMEA;USD;34945;30576,88;4368,13;C;C;C
200000858;2;20180909;2;20180913;K4;2018009;;100000028;EMEA;USD;53945;47201,88;6743,13;C;C;C
200000859;2;20180910;2;20180915;K4;2018009;;100000010;EMEA;USD;16087;14076,13;2010,88;C;C;C
200000860;2;20180913;2;20180917;K4;2018009;;100000006;EMEA;USD;8166;7145,25;1020,75;C;C;C
200000861;6;20180916;6;20180920;K4;2018009;;100000026;EMEA;USD;12210;10683,75;1526,25;C;C;C
200000862;9;20180917;9;20180921;K4;2018009;;100000034;AMER;USD;21414;18737,25;2676,75;C;C;C
200000864;8;20180918;8;20180920;K4;2018009;;100000013;EMEA;USD;3592;3143;449;C;C;C
200000864;8;20180918;8;20180920;K4;2018009;;100000013;EMEA;USD;5992;5243;749;C;C;C
200000865;8;20180921;8;20180924;K4;2018009;;100000035;EMEA;USD;28188;24664,5;3523,5;C;C;C
200000866;8;20180922;8;20180925;K4;2018009;;100000038;EMEA;USD;50424;44121;6303;C;C;C
200000867;2;20180922;2;20180926;K4;2018009;;100000027;EMEA;USD;60789;53190,38;7598,63;C;C;C
200000868;12;20180923;12;20180924;K4;2018009;;100000003;AMER;USD;29482;25796,75;3685,25;C;C;C
200000870;10;20180926;10;20180930;K4;2018009;;100000001;AMER;USD;5593;4893,88;699,13;C;C;C
200000870;10;20180926;10;20180930;K4;2018009;;100000001;AMER;USD;46585;40761,88;5823,13;C;C;C
200000872;8;20180930;8;20181002;K4;2018009;;100000011;EMEA;USD;31943;27950,13;3992,88;C;C;C
200000873;5;20181001;5;20181003;K4;2018010;;100000020;APJ;USD;4598;4023,25;574,75;C;C;C
200000874;2;20181002;2;20181007;K4;2018010;;100000035;EMEA;USD;30887;27026,13;3860,88;C;C;C
200000874;2;20181002;2;20181007;K4;2018010;;100000035;EMEA;USD;32163;28142,63;4020,38;C;C;C
200000876;3;20181002;3;20181007;K4;2018010;;100000013;EMEA;USD;39990;34991,25;4998,75;C;C;C
200000877;6;20181002;6;20181005;K4;2018010;;100000027;EMEA;USD;55015;48138,13;6876,88;C;C;C
200000877;6;20181002;6;20181005;K4;2018010;;100000027;EMEA;USD;78010;68258,75;9751,25;C;C;C
200000878;10;20181005;10;20181009;K4;2018010;;100000000;AMER;USD;47182;41284,25;5897,75;C;C;C
200000879;8;20181006;8;20181008;K4;2018010;;100000012;EMEA;USD;7600;6650;950;X;X;X
200000879;8;20181006;8;20181008;K4;2018010;;100000012;EMEA;USD;9749;8530,38;1218,63;X;X;X
200000879;8;20181006;8;20181008;K4;2018010;;100000012;EMEA;USD;10745;9401,88;1343,13;X;X;X
200000881;8;20181011;8;20181016;K4;2018010;;100000036;EMEA;USD;57735;50518,13;7216,88;C;C;C
200000882;6;20181013;6;20181016;K4;2018010;;100000014;EMEA;USD;3339;2921,63;417,38;C;C;C
200000884;1;20181018;1;20181019;K4;2018010;;100000033;AMER;USD;5700;4987,5;712,5;C;C;C
200000884;1;20181018;1;20181019;K4;2018010;;100000033;AMER;USD;43285;37874,38;5410,63;C;C;C
200000884;1;20181018;1;20181019;K4;2018010;;100000033;AMER;USD;49119;42979,13;6139,88;C;C;C
200000886;4;20181020;4;20181024;K4;2018010;;100000020;APJ;USD;50706;44367,75;6338,25;C;C;C
200000889;3;20181026;3;20181028;K4;2018010;;100000010;EMEA;USD;1495;1308,13;186,88;C;C;C
200000890;12;20181026;12;20181027;K4;2018010;;100000033;AMER;USD;11250;9843,75;1406,25;C;C;C
200000890;12;20181026;12;20181027;K4;2018010;;100000033;AMER;USD;50245;43964,38;6280,63;C;C;C
200000891;8;20181029;8;20181101;K4;2018010;;100000038;EMEA;USD;9240;8085;1155;C;C;C
200000892;6;20181030;6;20181101;K4;2018010;;100000013;EMEA;USD;29194;25544,75;3649,25;C;C;C
200000892;6;20181030;6;20181101;K4;2018010;;100000013;EMEA;USD;36691;32104,63;4586,38;C;C;C
200000893;7;20181101;7;20181104;K4;2018011;;100000030;AMER;USD;22373;19576,38;2796,63;C;C;C
200000895;5;20181104;5;20181105;K4;2018011;;100000017;APJ;USD;18989;16615,38;2373,63;C;C;C
200000896;3;20181105;3;20181108;K4;2018011;;100000011;EMEA;USD;116271;101737,13;14533,88;C;C;C
200000897;2;20181108;2;20181112;K4;2018011;;100000005;EMEA;USD;14039;12284,13;1754,88;C;C;C
200000898;8;20181109;8;20181113;K4;2018011;;100000027;EMEA;USD;21738;19020,75;2717,25;C;C;C
200000899;6;20181111;6;20181116;K4;2018011;;100000013;EMEA;USD;34355;30060,63;4294,38;C;C;C
200000900;2;20181113;2;20181116;K4;2018011;;100000025;EMEA;USD;43675;38215,63;5459,38;C;C;C
200000901;5;20181114;5;20181116;K4;2018011;;100000024;APJ;USD;57091;49954,63;7136,38;C;C;C
200000902;2;20181114;2;20181119;K4;2018011;;100000011;EMEA;USD;1499;1311,63;187,38;C;C;C
200000904;6;20181117;6;20181121;K4;2018011;;100000039;EMEA;USD;2871;2512,13;358,88;C;C;C
200000904;6;20181117;6;20181121;K4;2018011;;100000039;EMEA;USD;7005;6129,38;875,63;C;C;C
200000905;2;20181117;2;20181122;K4;2018011;;100000010;EMEA;USD;64081;56070,88;8010,13;C;C;C
200000906;10;20181117;10;20181119;K4;2018011;;100000000;AMER;USD;1442;1261,75;180,25;C;C;C
200000907;8;20181119;8;20181123;K4;2018011;;100000037;EMEA;USD;3000;2625;375;C;C;C
200000907;8;20181119;8;20181123;K4;2018011;;100000037;EMEA;USD;14997;13122,38;1874,63;C;C;C
200000908;4;20181120;4;20181123;K4;2018011;;100000018;APJ;USD;3591;3142,13;448,88;C;C;C
200000908;4;20181120;4;20181123;K4;2018011;;100000018;APJ;USD;5591;4892,13;698,88;C;C;C
200000908;4;20181120;4;20181123;K4;2018011;;100000018;APJ;USD;68081;59570,88;8510,13;C;C;C
200000910;8;20181124;8;20181125;K4;2018011;;100000029;EMEA;USD;38493;33681,38;4811,63;C;C;C
200000911;8;20181127;8;20181128;K4;2018011;;100000025;EMEA;USD;319;279,13;39,88;C;C;C
200000913;13;20181128;13;20181203;K4;2018011;;100000004;AMER;USD;1144;1001;143;C;C;C
200000914;8;20181129;8;20181204;K4;2018011;;100000011;EMEA;USD;38892;34030,5;4861,5;C;C;C
200000914;8;20181129;8;20181204;K4;2018011;;100000011;EMEA;USD;77643;67937,63;9705,38;C;C;C
200000917;4;20181207;4;20181212;K4;2018012;;100000016;APJ;USD;6632;5803;829;C;C;C
200000918;3;20181210;3;20181212;K4;2018012;;100000026;EMEA;USD;64599;56524,13;8074,88;C;C;C
200000920;3;20181213;3;20181214;K4;2018012;;100000007;EMEA;USD;5444;4763,5;680,5;C;C;C
200000921;8;20181215;8;20181218;K4;2018012;;100000037;EMEA;USD;20712;18123;2589;C;C;C
200000922;6;20181217;6;20181218;K4;2018012;;100000039;EMEA;USD;50304;44016;6288;C;C;C
200000922;6;20181217;6;20181218;K4;2018012;;100000039;EMEA;USD;102517;89702,38;12814,63;C;C;C
